epoch,min,max,mean
0,2.299228456285265,2.306018829345703,2.3024528079562714
1,1.8759215474128723,2.0482598145802817,1.977379886309306
2,1.6432419617970784,1.8948320547739665,1.729157817363739
3,1.6036533912022908,1.8093721469243367,1.6707330524921418
4,1.5917205810546875,1.7685001691182454,1.6476150691509246
5,1.587397813796997,1.6902433037757874,1.6200970729192101
6,1.5815936128298442,1.6887640953063965,1.609860306978226
7,1.5784921050071716,1.686519980430603,1.6031986554463706
8,1.575498600800832,1.6855940421422322,1.5992464860280355
9,1.5701019366582234,1.681333601474762,1.5946752647558848
10,1.5672321518262227,1.6725981831550598,1.5898938675721483
11,1.5638347864151,1.65949946641922,1.5848815421263378
12,1.5601512392361958,1.6494046648343403,1.580746368567149
13,1.5576163530349731,1.6435710589090984,1.5777763545513153
14,1.5541561444600422,1.6318442821502686,1.574076674381892
15,1.5521547396977742,1.6263975699742634,1.5709669748942057
16,1.5515025456746419,1.6220079859097798,1.5687801818052927
17,1.5502723654111226,1.6207422018051147,1.566624903678894
18,1.547150154908498,1.6195626854896545,1.5640891095002492
19,1.54446142911911,1.615239640076955,1.5611079990863799
20,1.5426513353983562,1.6139823993047078,1.5585359156131742
21,1.5408210158348083,1.6125946839650471,1.5558354735374451
22,1.5382652680079143,1.6108527183532715,1.5536569158236186
23,1.5364178816477458,1.6096652547518413,1.552002304792404
24,1.5352725783983867,1.6068387826283772,1.550358698765437
25,1.5344878832499187,1.6059433420499165,1.5491182506084442
26,1.5324719945589702,1.6062835057576497,1.547524561484655
27,1.531496266523997,1.6057579517364502,1.546453567345937
28,1.5310709675153096,1.6043878595034282,1.5449825684229532
29,1.5296643773714702,1.6025318304697673,1.5432173907756805
30,1.5279130339622498,1.601953148841858,1.5415465593338014
31,1.5254661639531453,1.5997235576311748,1.5395488878091177
32,1.5237876176834106,1.5993009805679321,1.5379556755224861
33,1.5215251843134563,1.5987762610117595,1.5365896026293435
34,1.5208967328071594,1.5976658463478088,1.5353151579697926
35,1.519509772459666,1.5961821873982747,1.5342697540918986
36,1.518832266330719,1.5950162808100383,1.5333494444688163
37,1.5179539521535237,1.5945001641909282,1.5325070718924203
38,1.517622709274292,1.5937015811602275,1.5315568566322326
39,1.5165432890256245,1.5934322079022725,1.5305919349193575
40,1.5162917971611023,1.5921792189280193,1.5294807473818461
41,1.5152702530225117,1.591348667939504,1.5283756812413534
42,1.5141298572222393,1.589847246805827,1.527618581056595
43,1.514298141002655,1.5876819888750713,1.5264825503031412
44,1.5134966770807903,1.5848244825998943,1.5254873832066855
45,1.5130581458409627,1.5837438305219014,1.524487245082855
46,1.5116129120190938,1.5840136607487996,1.5238129138946532
47,1.5118559996287029,1.5825438698132832,1.5229970494906104
48,1.5113454262415569,1.5817316174507141,1.5221086422602337
49,1.5107215444246929,1.580874502658844,1.5218662639458973
50,1.5099571744600933,1.5789775848388672,1.5210997581481933
51,1.5094208717346191,1.577942669391632,1.5203450580437978
52,1.5088985363642375,1.575907786687215,1.5193204800287883
53,1.5084282954533894,1.575589656829834,1.5187911053498584
54,1.5081403454144795,1.5742291808128357,1.5181912144025165
55,1.5067593653996785,1.5733522375424702,1.5174566070238746
56,1.506615698337555,1.5725842714309692,1.517067939043045
57,1.506286899248759,1.5716544389724731,1.5162425418694814
58,1.505898157755534,1.5708047151565552,1.515862754980723
59,1.5047410329182942,1.569728394349416,1.515067027012507
60,1.5053729216257732,1.5692275961240132,1.5144756833712258
61,1.503909965356191,1.56805815299352,1.5138457198937734
62,1.5030515789985657,1.5671849449475606,1.5131791671117147
63,1.5030057231585185,1.5653228958447774,1.512480370203654
64,1.5028033057848613,1.5640883445739746,1.5120881895224252
65,1.5028833150863647,1.5626855492591858,1.5113807221253714
66,1.5015233159065247,1.56111741065979,1.5106440862019856
67,1.5016404589017232,1.560737411181132,1.5102458417415618
68,1.5005337397257488,1.5592161019643147,1.5096076210339864
69,1.5000249743461609,1.558411677678426,1.5090501050154368
70,1.4992979566256206,1.5575910806655884,1.5086403350035353
71,1.499231994152069,1.5564403533935547,1.5079751133918764
72,1.4985504150390625,1.5554345647494,1.507464627424876
73,1.4984618425369263,1.5553252895673115,1.5071531295776368
74,1.498304824034373,1.5540128946304321,1.506666781504949
75,1.4976444244384766,1.553842584292094,1.5063990096251172
76,1.497264305750529,1.5535032351811726,1.505891529719035
77,1.497000257174174,1.55251145362854,1.5053766667842865
78,1.4960018595059712,1.5520317951838176,1.505041245619456
79,1.495337188243866,1.5514428615570068,1.5044475297133126
80,1.4946242173512776,1.5507208903630574,1.5039538145065305
81,1.4946812987327576,1.5496699412663777,1.5035946766535442
82,1.4942131837209065,1.5486671328544617,1.5032199005285898
83,1.4940200448036194,1.5480158527692158,1.5026948591073355
84,1.493719458580017,1.5474894245465596,1.5023340483506522
85,1.4934363166491191,1.5466853777567546,1.5019879023234048
86,1.4931227564811707,1.5464323957761128,1.5016127785046893
87,1.493066171805064,1.5454309185345967,1.501246126492818
88,1.4924631516138713,1.5451768636703491,1.5008719682693479
89,1.4920846025149028,1.5449294050534566,1.5005786697069805
90,1.4922533830006917,1.5438420971234639,1.500282919406891
91,1.4915594855944316,1.5430387655893962,1.499784908692042
92,1.4916463096936543,1.543178101380666,1.4994915584723154
93,1.4912745356559753,1.5429299275080364,1.4992098053296408
94,1.4908434748649597,1.540408233801524,1.4987521668275197
95,1.4904240369796753,1.5386907855669658,1.4981308420499169
96,1.489897628625234,1.5373777747154236,1.4977501809597016
97,1.489802102247874,1.5356457233428955,1.4972351868947347
98,1.489083190759023,1.5348612666130066,1.4969937721888225
99,1.4891160329182942,1.5338455239931743,1.4966642757256827
100,1.4885979692141216,1.5336674451828003,1.496208663781484
